忠明平日PM2.5,埔里平日PM2.5,線西平日PM2.5,忠明假日PM2.5,埔里假日PM2.5,線西假日PM2.5
31 ,35 ,26 ,27 ,47 ,39 
33 ,37 ,29 ,22 ,41 ,33 
30 ,31 ,30 ,19 ,37 ,32 
27 ,32 ,27 ,18 ,41 ,30 
28 ,35 ,28 ,24 ,43 ,35 
28 ,37 ,32 ,26 ,42 ,50 
31 ,39 ,26 ,25 ,46 ,60 
26 ,39 ,26 ,26 ,45 ,72 
27 ,40 ,29 ,27 ,48 ,65 
25 ,37 ,27 ,32 ,48 ,45 
29 ,33 ,24 ,36 ,46 ,34 
33 ,35 ,30 ,42 ,44 ,29 
31 ,39 ,32 ,40 ,39 ,24 
37 ,44 ,28 ,32 ,42 ,28 
29 ,46 ,26 ,24 ,50 ,33 
28 ,43 ,26 ,22 ,47 ,32 
25 ,43 ,26 ,25 ,38 ,31 
27 ,43 ,21 ,36 ,31 ,32 
32 ,40 ,22 ,36 ,30 ,32 
28 ,40 ,28 ,29 ,32 ,26 
31 ,41 ,30 ,25 ,31 ,22 
30 ,41 ,28 ,25 ,31 ,18 
29 ,43 ,24 ,18 ,32 ,14 
22 ,35 ,24 ,16 ,27 ,17 
30 ,35 ,25 ,7 ,27 ,17 
28 ,30 ,24 ,6 ,33 ,9 
30 ,27 ,26 ,10 ,35 ,9 
33 ,29 ,31 ,8 ,37 ,12 
32 ,31 ,37 ,13 ,34 ,10 
40 ,31 ,37 ,9 ,32 ,12 
36 ,30 ,37 ,24 ,40 ,18 
44 ,31 ,41 ,24 ,39 ,21 
35 ,27 ,42 ,22 ,37 ,18 
38 ,24 ,37 ,16 ,40 ,22 
38 ,24 ,34 ,19 ,38 ,24 
44 ,20 ,47 ,26 ,27 ,26 
46 ,27 ,46 ,28 ,26 ,26 
38 ,38 ,43 ,28 ,28 ,15 
30 ,43 ,39 ,29 ,28 ,13 
22 ,45 ,38 ,33 ,30 ,14 
30 ,45 ,36 ,26 ,37 ,10 
37 ,43 ,41 ,24 ,45 ,8 
41 ,38 ,43 ,20 ,44 ,15 
40 ,39 ,43 ,25 ,33 ,19 
39 ,41 ,41 ,21 ,30 ,17 
36 ,42 ,43 ,21 ,31 ,18 
36 ,46 ,47 ,15 ,28 ,18 
32 ,44 ,49 ,20 ,27 ,21 
42 ,44 ,52 ,16 ,31 ,21 
46 ,46 ,49 ,22 ,37 ,21 
43 ,46 ,49 ,20 ,35 ,23 
33 ,51 ,53 ,21 ,38 ,27 
32 ,51 ,52 ,23 ,40 ,30 
41 ,50 ,46 ,25 ,40 ,31 
42 ,53 ,49 ,25 ,45 ,35 
39 ,53 ,40 ,32 ,47 ,37 
35 ,44 ,29 ,29 ,45 ,36 
31 ,26 ,31 ,26 ,47 ,41 
32 ,25 ,30 ,25 ,37 ,43 
28 ,23 ,27 ,33 ,27 ,33 
27 ,26 ,20 ,38 ,31 ,19 
20 ,37 ,17 ,30 ,41 ,10 
3 ,47 ,18 ,26 ,49 ,11 
5 ,45 ,13 ,26 ,48 ,15 
12 ,38 ,10 ,25 ,43 ,21 
16 ,38 ,13 ,26 ,37 ,25 
20 ,43 ,15 ,29 ,35 ,28 
15 ,42 ,13 ,32 ,38 ,33 
22 ,38 ,16 ,32 ,37 ,30 
19 ,30 ,22 ,36 ,32 ,35 
22 ,30 ,25 ,41 ,34 ,48 
24 ,30 ,25 ,47 ,34 ,48 
22 ,26 ,26 ,49 ,32 ,50 
20 ,26 ,26 ,57 ,32 ,52 
19 ,27 ,21 ,51 ,32 ,46 
25 ,32 ,19 ,55 ,33 ,38 
28 ,34 ,19 ,44 ,37 ,35 
25 ,29 ,19 ,49 ,40 ,40 
24 ,27 ,20 ,44 ,46 ,35 
29 ,26 ,21 ,44 ,58 ,37 
31 ,26 ,23 ,45 ,58 ,44 
31 ,27 ,25 ,47 ,49 ,46 
27 ,25 ,18 ,53 ,46 ,53 
27 ,25 ,17 ,60 ,54 ,58 
29 ,26 ,20 ,75 ,64 ,61 
26 ,27 ,15 ,82 ,76 ,62 
24 ,32 ,15 ,78 ,84 ,61 
23 ,33 ,16 ,75 ,89 ,65 
23 ,27 ,19 ,76 ,102 ,69 
26 ,28 ,20 ,76 ,107 ,72 
22 ,31 ,21 ,72 ,104 ,71 
23 ,37 ,22 ,71 ,101 ,68 
24 ,38 ,24 ,73 ,102 ,67 
30 ,34 ,29 ,74 ,104 ,60 
28 ,35 ,36 ,75 ,100 ,53 
28 ,40 ,39 ,68 ,97 ,52 
29 ,33 ,34 ,57 ,93 ,52 
30 ,26 ,30 ,42 ,88 ,52 
36 ,29 ,29 ,43 ,81 ,53 
35 ,29 ,28 ,43 ,72 ,53 
37 ,26 ,27 ,37 ,72 ,45 
32 ,22 ,29 ,31 ,74 ,40 
30 ,20 ,38 ,31 ,77 ,47 
33 ,22 ,45 ,40 ,80 ,54 
33 ,27 ,42 ,45 ,80 ,53 
39 ,29 ,42 ,45 ,79 ,43 
39 ,23 ,41 ,46 ,74 ,36 
45 ,22 ,43 ,40 ,77 ,28 
45 ,29 ,43 ,38 ,88 ,25 
41 ,40 ,41 ,33 ,86 ,31 
37 ,49 ,35 ,40 ,87 ,37 
31 ,51 ,34 ,55 ,89 ,37 
26 ,50 ,36 ,59 ,80 ,38 
33 ,46 ,37 ,59 ,75 ,41 
30 ,45 ,35 ,49 ,78 ,41 
30 ,51 ,41 ,43 ,83 ,37 
36 ,51 ,43 ,40 ,86 ,38 
38 ,49 ,33 ,29 ,90 ,33 
42 ,51 ,38 ,31 ,96 ,25 
39 ,49 ,49 ,24 ,103 ,20 
44 ,48 ,50 ,24 ,102 ,17 
44 ,50 ,38 ,23 ,104 ,20 
55 ,48 ,42 ,16 ,106 ,22 
58 ,46 ,56 ,16 ,101 ,24 
61 ,45 ,54 ,11 ,101 ,25 
62 ,41 ,44 ,14 ,100 ,23 
56 ,38 ,39 ,6 ,95 ,20 
59 ,35 ,43 ,10 ,97 ,25 
46 ,34 ,47 ,13 ,99 ,32 
47 ,39 ,43 ,22 ,86 ,35 
40 ,42 ,45 ,29 ,71 ,48 
47 ,40 ,45 ,36 ,64 ,64 
42 ,45 ,40 ,41 ,56 ,66 
40 ,53 ,36 ,41 ,54 ,61 
36 ,50 ,35 ,41 ,57 ,60 
35 ,47 ,34 ,49 ,69 ,54 
26 ,41 ,40 ,47 ,83 ,49 
28 ,38 ,45 ,53 ,86 ,53 
30 ,38 ,45 ,45 ,77 ,54 
36 ,32 ,43 ,51 ,77 ,48 
40 ,34 ,47 ,47 ,89 ,45 
40 ,32 ,54 ,47 ,89 ,51 
40 ,27 ,53 ,46 ,79 ,52 
13 ,27 ,14 ,46 ,77 ,49 
16 ,23 ,10 ,48 ,78 ,50 
8 ,25 ,13 ,48 ,76 ,50 
8 ,26 ,11 ,45 ,72 ,47 
8 ,20 ,8 ,51 ,72 ,48 
15 ,16 ,11 ,51 ,74 ,48 
14 ,16 ,12 ,55 ,74 ,44 
11 ,19 ,12 ,53 ,75 ,46 
6 ,18 ,14 ,58 ,77 ,56 
9 ,15 ,16 ,65 ,72 ,58 
16 ,18 ,19 ,76 ,63 ,52 
24 ,20 ,21 ,90 ,57 ,47 
19 ,19 ,18 ,78 ,65 ,37 
19 ,19 ,17 ,57 ,97 ,25 
18 ,18 ,20 ,27 ,88 ,19 
22 ,20 ,23 ,15 ,79 ,12 
29 ,20 ,23 ,6 ,78 ,8 
21 ,20 ,27 ,8 ,72 ,7 
24 ,22 ,32 ,12 ,61 ,9 
22 ,25 ,31 ,14 ,51 ,15 
23 ,25 ,28 ,9 ,44 ,18 
22 ,26 ,29 ,16 ,42 ,20 
19 ,31 ,29 ,20 ,32 ,26 
26 ,31 ,25 ,23 ,27 ,21 
29 ,31 ,25 ,16 ,26 ,15 
27 ,22 ,24 ,10 ,18 ,9 
28 ,15 ,26 ,11 ,17 ,8 
23 ,22 ,27 ,13 ,18 ,10 
24 ,19 ,25 ,13 ,22 ,9 
23 ,14 ,26 ,12 ,23 ,10 
29 ,16 ,28 ,11 ,24 ,10 
30 ,19 ,29 ,11 ,27 ,10 
29 ,19 ,33 ,3 ,27 ,8 
30 ,20 ,32 ,10 ,26 ,8 
28 ,19 ,27 ,9 ,19 ,12 
27 ,23 ,34 ,15 ,15 ,17 
28 ,21 ,34 ,15 ,18 ,19 
31 ,18 ,25 ,19 ,24 ,21 
37 ,18 ,20 ,19 ,31 ,21 
30 ,19 ,20 ,18 ,37 ,17 
29 ,23 ,25 ,13 ,42 ,15 
27 ,20 ,32 ,11 ,46 ,14 
36 ,22 ,33 ,13 ,48 ,12 
36 ,24 ,26 ,6 ,46 ,10 
29 ,26 ,21 ,10 ,46 ,9 
29 ,26 ,29 ,5 ,53 ,10 
28 ,20 ,40 ,5 ,47 ,8 
31 ,19 ,41 ,5 ,41 ,8 
25 ,15 ,39 ,3 ,41 ,10 
28 ,13 ,40 ,6 ,38 ,14 
32 ,14 ,34 ,4 ,38 ,13 
31 ,14 ,31 ,13 ,35 ,11 
28 ,13 ,30 ,11 ,35 ,12 
29 ,16 ,27 ,12 ,42 ,12 
30 ,17 ,31 ,8 ,39 ,10 
29 ,22 ,36 ,11 ,41 ,11 
29 ,23 ,39 ,14 ,45 ,14 
30 ,20 ,42 ,19 ,46 ,12 
43 ,22 ,37 ,21 ,45 ,13 
48 ,25 ,34 ,16 ,42 ,16 
48 ,39 ,34 ,19 ,39 ,20 
38 ,59 ,37 ,23 ,54 ,20 
33 ,60 ,37 ,20 ,63 ,17 
28 ,60 ,33 ,16 ,58 ,13 
35 ,64 ,31 ,9 ,58 ,14 
32 ,65 ,27 ,11 ,62 ,13 
32 ,58 ,21 ,12 ,58 ,13 
30 ,54 ,25 ,12 ,46 ,10 
32 ,57 ,34 ,12 ,43 ,8 
35 ,60 ,36 ,8 ,42 ,11 
30 ,62 ,38 ,11 ,43 ,13 
33 ,58 ,43 ,9 ,39 ,12 
32 ,48 ,48 ,11 ,38 ,12 
32 ,41 ,44 ,11 ,38 ,13 
26 ,33 ,42 ,12 ,34 ,13 
19 ,28 ,42 ,9 ,33 ,16 
23 ,28 ,40 ,14 ,32 ,18 
19 ,30 ,33 ,12 ,26 ,18 
21 ,34 ,31 ,14 ,23 ,15 
13 ,37 ,26 ,15 ,23 ,13 
25 ,34 ,22 ,18 ,23 ,14 
26 ,30 ,31 ,12 ,26 ,20 
41 ,25 ,32 ,16 ,27 ,23 
36 ,23 ,26 ,18 ,15 ,18 
37 ,25 ,29 ,19 ,7 ,16 
29 ,28 ,28 ,12 ,7 ,15 
26 ,34 ,27 ,8 ,19 ,13 
26 ,45 ,33 ,3 ,27 ,19 
46 ,51 ,36 ,7 ,19 ,19 
37 ,54 ,38 ,8 ,20 ,16 
41 ,55 ,41 ,13 ,23 ,13 
40 ,58 ,37 ,19 ,25 ,15 
47 ,60 ,37 ,20 ,29 ,19 
45 ,59 ,42 ,24 ,31 ,19 
43 ,58 ,47 ,22 ,32 ,20 
43 ,60 ,56 ,19 ,31 ,19 
50 ,57 ,53 ,22 ,28 ,18 
51 ,56 ,39 ,27 ,33 ,18 
54 ,59 ,35 ,26 ,38 ,17 
60 ,59 ,42 ,21 ,33 ,18 
61 ,60 ,44 ,20 ,33 ,22 
59 ,60 ,40 ,28 ,40 ,25 
50 ,57 ,46 ,27 ,44 ,20 
56 ,49 ,50 ,28 ,42 ,19 
53 ,44 ,49 ,21 ,45 ,18 
53 ,48 ,40 ,24 ,47 ,20 
41 ,51 ,32 ,21 ,45 ,23 
49 ,54 ,35 ,24 ,40 ,22 
41 ,50 ,38 ,24 ,27 ,20 
42 ,51 ,34 ,26 ,24 ,20 
25 ,54 ,28 ,15 ,29 ,18 
21 ,48 ,27 ,19 ,28 ,14 
14 ,44 ,25 ,14 ,24 ,10 
21 ,37 ,19 ,18 ,23 ,13 
24 ,27 ,16 ,22 ,27 ,22 
24 ,20 ,20 ,23 ,31 ,26 
24 ,19 ,25 ,18 ,26 ,22 
32 ,25 ,27 ,14 ,20 ,22 
32 ,28 ,32 ,18 ,23 ,19 
33 ,26 ,37 ,16 ,23 ,12 
22 ,19 ,30 ,14 ,24 ,15 
26 ,15 ,32 ,11 ,20 ,13 
26 ,16 ,29 ,7 ,15 ,12 
30 ,16 ,31 ,0 ,15 ,15 
27 ,15 ,31 ,3 ,14 ,17 
28 ,16 ,27 ,7 ,14 ,18 
21 ,19 ,23 ,11 ,15 ,18 
24 ,17 ,26 ,11 ,14 ,15 
23 ,16 ,32 ,12 ,13 ,16 
29 ,15 ,32 ,15 ,19 ,20 
32 ,15 ,37 ,14 ,17 ,18 
32 ,17 ,35 ,14 ,4 ,22 
28 ,17 ,33 ,15 ,9 ,27 
24 ,18 ,30 ,15 ,22 ,28 
16 ,10 ,28 ,24 ,25 ,24 
11 ,10 ,28 ,20 ,22 ,23 
12 ,19 ,26 ,25 ,19 ,25 
18 ,18 ,25 ,23 ,23 ,26 
22 ,16 ,28 ,31 ,24 ,28 
24 ,18 ,31 ,38 ,47 ,33 
31 ,19 ,35 ,39 ,50 ,38 
35 ,18 ,44 ,47 ,30 ,39 
37 ,18 ,44 ,47 ,32 ,46 
30 ,23 ,40 ,51 ,51 ,51 
25 ,18 ,28 ,50 ,56 ,46 
20 ,13 ,19 ,54 ,41 ,44 
16 ,17 ,17 ,51 ,33 ,48 
15 ,22 ,13 ,48 ,32 ,51 
12 ,16 ,9 ,44 ,32 ,53 
12 ,9 ,8 ,42 ,27 ,52 
14 ,10 ,8 ,36 ,25 ,52 
10 ,14 ,17 ,35 ,25 ,54 
13 ,14 ,20 ,43 ,22 ,60 
11 ,13 ,13 ,51 ,25 ,71 
16 ,12 ,18 ,62 ,26 ,81 
14 ,4 ,19 ,54 ,22 ,86 
12 ,7 ,17 ,55 ,29 ,86 
21 ,12 ,23 ,61 ,33 ,68 
25 ,12 ,32 ,57 ,45 ,36 
28 ,17 ,36 ,56 ,60 ,25 
29 ,19 ,34 ,41 ,72 ,22 
28 ,23 ,33 ,40 ,78 ,19 
30 ,24 ,36 ,29 ,73 ,16 
28 ,26 ,36 ,23 ,70 ,18 
32 ,33 ,36 ,25 ,73 ,21 
31 ,32 ,38 ,31 ,79 ,22 
38 ,27 ,41 ,35 ,83 ,26 
46 ,31 ,47 ,42 ,84 ,35 
43 ,29 ,47 ,45 ,80 ,49 
41 ,26 ,43 ,59 ,76 ,61 
41 ,30 ,46 ,59 ,83 ,67 
45 ,26 ,53 ,69 ,84 ,70 
49 ,19 ,52 ,61 ,84 ,64 
49 ,19 ,46 ,68 ,84 ,54 
53 ,16 ,36 ,57 ,83 ,62 
50 ,16 ,27 ,63 ,85 ,76 
51 ,18 ,30 ,61 ,80 ,62 
48 ,17 ,33 ,71 ,70 ,53 
49 ,20 ,31 ,59 ,44 ,53 
48 ,16 ,32 ,48 ,24 ,44 
54 ,11 ,35 ,39 ,20 ,35 
56 ,17 ,31 ,33 ,20 ,26 
45 ,24 ,25 ,29 ,30 ,19 
39 ,23 ,24 ,25 ,39 ,12 
32 ,23 ,24 ,27 ,40 ,12 
37 ,26 ,28 ,27 ,41 ,14 
43 ,27 ,29 ,25 ,45 ,19 
42 ,30 ,31 ,28 ,48 ,21 
43 ,29 ,31 ,30 ,49 ,22 
50 ,24 ,32 ,33 ,50 ,32 
42 ,27 ,34 ,31 ,51 ,37 
39 ,26 ,34 ,41 ,49 ,33 
20 ,22 ,31 ,47 ,51 ,35 
24 ,22 ,23 ,48 ,51 ,38 
15 ,16 ,19 ,41 ,47 ,45 
24 ,18 ,19 ,37 ,46 ,52 
25 ,22 ,19 ,42 ,46 ,53 
23 ,18 ,17 ,44 ,45 ,57 
15 ,19 ,17 ,51 ,48 ,56 
12 ,20 ,21 ,45 ,47 ,56 
18 ,24 ,20 ,46 ,47 ,49 
19 ,25 ,19 ,38 ,45 ,37 
15 ,20 ,20 ,39 ,35 ,39 
19 ,17 ,12 ,35 ,30 ,36 
12 ,15 ,9 ,41 ,25 ,30 
16 ,15 ,8 ,40 ,26 ,29 
12 ,16 ,4 ,45 ,32 ,27 
26 ,17 ,5 ,46 ,37 ,19 
16 ,20 ,8 ,40 ,40 ,14 
15 ,24 ,8 ,30 ,50 ,12 
3 ,23 ,7 ,19 ,50 ,11 
6 ,19 ,8 ,20 ,42 ,15 
6 ,24 ,10 ,18 ,37 ,14 
6 ,23 ,7 ,14 ,31 ,12 
10 ,23 ,8 ,13 ,27 ,10 
5 ,23 ,12 ,11 ,31 ,11 
3 ,23 ,12 ,8 ,30 ,13 
0 ,22 ,11 ,14 ,33 ,14 
7 ,18 ,10 ,18 ,32 ,16 
11 ,22 ,8 ,22 ,33 ,16 
12 ,25 ,10 ,24 ,34 ,17 
9 ,25 ,15 ,26 ,27 ,20 
9 ,20 ,13 ,25 ,28 ,22 
13 ,17 ,16 ,23 ,33 ,23 
15 ,16 ,25 ,25 ,34 ,23 
16 ,14 ,24 ,27 ,27 ,26 
21 ,11 ,20 ,31 ,22 ,30 
18 ,9 ,17 ,37 ,20 ,21 
15 ,13 ,11 ,29 ,17 ,15 
20 ,17 ,9 ,24 ,19 ,17 
11 ,20 ,9 ,23 ,17 ,19 
23 ,24 ,9 ,27 ,24 ,16 
19 ,23 ,10 ,29 ,37 ,13 
24 ,18 ,8 ,22 ,45 ,12 
18 ,16 ,5 ,21 ,42 ,13 
14 ,14 ,8 ,22 ,37 ,19 
8 ,17 ,10 ,30 ,38 ,17 
11 ,20 ,10 ,28 ,35 ,13 
13 ,19 ,16 ,28 ,26 ,15 
13 ,20 ,20 ,23 ,27 ,19 
15 ,26 ,19 ,22 ,33 ,17 
8 ,26 ,22 ,23 ,33 ,18 
8 ,23 ,21 ,21 ,32 ,21 
12 ,19 ,23 ,19 ,29 ,18 
15 ,24 ,19 ,21 ,30 ,17 
15 ,22 ,13 ,20 ,33 ,20 
9 ,18 ,17 ,29 ,31 ,23 
10 ,17 ,16 ,30 ,32 ,20 
9 ,17 ,15 ,30 ,35 ,23 
12 ,19 ,22 ,29 ,27 ,31 
18 ,12 ,20 ,29 ,19 ,31 
22 ,9 ,10 ,37 ,17 ,18 
19 ,14 ,15 ,41 ,15 ,8 
11 ,18 ,16 ,31 ,20 ,12 
11 ,22 ,19 ,25 ,28 ,10 
14 ,14 ,23 ,16 ,31 ,11 
15 ,11 ,26 ,22 ,34 ,11 
14 ,14 ,18 ,23 ,29 ,13 
14 ,11 ,11 ,21 ,23 ,16 
13 ,12 ,13 ,16 ,24 ,8 
10 ,13 ,20 ,12 ,22 ,9 
10 ,12 ,22 ,10 ,19 ,13 
11 ,13 ,18 ,14 ,19 ,8 
13 ,15 ,22 ,13 ,22 ,8 
11 ,15 ,21 ,15 ,25 ,8 
8 ,15 ,17 ,14 ,25 ,10 
6 ,15 ,16 ,12 ,23 ,12 
8 ,15 ,13 ,15 ,19 ,10 
6 ,13 ,13 ,13 ,19 ,11 
6 ,14 ,11 ,15 ,20 ,9 
3 ,12 ,11 ,13 ,18 ,9 
14 ,9 ,10 ,10 ,20 ,15 
13 ,12 ,10 ,18 ,25 ,21 
15 ,13 ,17 ,22 ,20 ,24 
12 ,8 ,19 ,25 ,13 ,22 
18 ,7 ,14 ,19 ,9 ,19 
19 ,8 ,12 ,18 ,7 ,12 
18 ,9 ,15 ,25 ,9 ,9 
17 ,12 ,19 ,25 ,13 ,8 
16 ,10 ,21 ,20 ,17 ,11 
16 ,10 ,16 ,16 ,22 ,13 
9 ,12 ,8 ,13 ,22 ,13 
16 ,12 ,9 ,18 ,20 ,13 
8 ,12 ,16 ,21 ,22 ,10 
18 ,13 ,22 ,26 ,24 ,13 
9 ,18 ,20 ,27 ,24 ,26 
11 ,17 ,11 ,24 ,26 ,28 
12 ,14 ,12 ,24 ,26 ,22 
25 ,13 ,15 ,21 ,24 ,21 
25 ,13 ,14 ,24 ,25 ,18 
18 ,16 ,20 ,27 ,23 ,16 
18 ,16 ,21 ,36 ,20 ,23 
11 ,9 ,18 ,27 ,23 ,31 
10 ,4 ,17 ,33 ,25 ,34 
5 ,7 ,17 ,26 ,23 ,32 
9 ,10 ,17 ,40 ,26 ,30 
19 ,12 ,13 ,33 ,30 ,32 
16 ,12 ,8 ,40 ,19 ,37 
13 ,11 ,11 ,30 ,12 ,43 
12 ,10 ,16 ,37 ,14 ,39 
11 ,8 ,17 ,44 ,16 ,30 
9 ,8 ,20 ,43 ,17 ,23 
0 ,8 ,16 ,36 ,20 ,15 
2 ,7 ,10 ,24 ,28 ,12 
3 ,8 ,11 ,21 ,29 ,14 
2 ,8 ,10 ,22 ,27 ,12 
6 ,9 ,10 ,28 ,25 ,12 
5 ,9 ,11 ,30 ,27 ,13 
10 ,5 ,12 ,27 ,29 ,13 
2 ,8 ,15 ,21 ,25 ,20 
7 ,9 ,12 ,23 ,26 ,22 
9 ,4 ,9 ,26 ,28 ,25 
11 ,7 ,14 ,24 ,28 ,25 
9 ,13 ,17 ,25 ,33 ,19 
12 ,14 ,13 ,22 ,33 ,18 
11 ,8 ,12 ,15 ,30 ,20 
13 ,9 ,14 ,13 ,28 ,24 
3 ,15 ,12 ,15 ,23 ,25 
2 ,13 ,16 ,20 ,24 ,22 
8 ,11 ,19 ,23 ,38 ,22 
14 ,11 ,19 ,24 ,44 ,30 
18 ,8 ,20 ,22 ,32 ,29 
15 ,8 ,24 ,24 ,22 ,24 
18 ,6 ,27 ,26 ,17 ,23 
23 ,4 ,28 ,30 ,19 ,20 
18 ,8 ,27 ,31 ,28 ,15 
13 ,9 ,23 ,24 ,34 ,10 
8 ,11 ,20 ,19 ,31 ,8 
8 ,16 ,20 ,12 ,27 ,7 
8 ,16 ,24 ,13 ,29 ,11 
12 ,17 ,23 ,15 ,28 ,16 
13 ,19 ,20 ,15 ,27 ,16 
13 ,20 ,25 ,13 ,28 ,17 
18 ,18 ,28 ,14 ,26 ,13 
20 ,18 ,31 ,15 ,19 ,13 
25 ,17 ,31 ,12 ,22 ,15 
23 ,17 ,24 ,18 ,32 ,10 
26 ,16 ,22 ,11 ,34 ,7 
22 ,11 ,18 ,15 ,30 ,8 
19 ,9 ,14 ,7 ,31 ,10 
12 ,5 ,14 ,12 ,37 ,9 
9 ,1 ,16 ,10 ,31 ,13 
10 ,0 ,12 ,15 ,26 ,16 
8 ,0 ,11 ,16 ,29 ,16 
5 ,2 ,13 ,18 ,27 ,17 
0 ,4 ,9 ,19 ,25 ,16 
3 ,8 ,8 ,26 ,27 ,11 
6 ,10 ,8 ,24 ,27 ,13 
12 ,10 ,11 ,20 ,28 ,20 
10 ,9 ,13 ,16 ,28 ,20 
10 ,11 ,10 ,16 ,29 ,16 
8 ,15 ,7 ,23 ,30 ,16 
11 ,19 ,6 ,19 ,28 ,23 
11 ,13 ,8 ,28 ,20 ,25 
13 ,4 ,12 ,23 ,13 ,24 
11 ,4 ,10 ,33 ,11 ,30 
12 ,7 ,7 ,30 ,14 ,32 
10 ,13 ,10 ,39 ,18 ,32 
11 ,11 ,11 ,37 ,19 ,32 
10 ,7 ,13 ,32 ,18 ,26 
6 ,4 ,14 ,24 ,16 ,20 
5 ,3 ,8 ,19 ,11 ,16 
2 ,4 ,3 ,19 ,11 ,11 
2 ,0 ,3 ,21 ,13 ,9 
2 ,3 ,5 ,21 ,13 ,14 
4 ,7 ,6 ,19 ,14 ,20 
0 ,5 ,6 ,16 ,12 ,20 
0 ,8 ,5 ,18 ,12 ,18 
7 ,13 ,8 ,14 ,16 ,16 
13 ,12 ,8 ,12 ,16 ,16 
13 ,9 ,8 ,6 ,12 ,20 
10 ,3 ,10 ,9 ,13 ,23 
11 ,2 ,16 ,15 ,19 ,26 
13 ,11 ,18 ,18 ,24 ,25 
10 ,19 ,19 ,19 ,31 ,21 
14 ,25 ,19 ,14 ,43 ,20 
14 ,27 ,20 ,19 ,48 ,20 
14 ,30 ,23 ,10 ,40 ,14 
12 ,34 ,20 ,6 ,32 ,10 
14 ,37 ,17 ,6 ,33 ,15 
15 ,32 ,21 ,13 ,34 ,16 
10 ,28 ,30 ,15 ,35 ,11 
13 ,29 ,31 ,10 ,42 ,8 
15 ,28 ,28 ,7 ,41 ,8 
19 ,26 ,32 ,7 ,31 ,8 
21 ,26 ,30 ,8 ,33 ,10 
27 ,24 ,27 ,8 ,34 ,11 
37 ,19 ,33 ,5 ,32 ,9 
35 ,13 ,34 ,6 ,29 ,13 
30 ,14 ,33 ,4 ,27 ,10 
38 ,17 ,36 ,5 ,29 ,6 
43 ,16 ,36 ,4 ,28 ,18 
40 ,15 ,40 ,7 ,37 ,17 
21 ,11 ,47 ,7 ,40 ,6 
20 ,10 ,45 ,9 ,39 ,8 
24 ,10 ,41 ,15 ,37 ,11 
38 ,8 ,41 ,19 ,28 ,15 
38 ,9 ,40 ,16 ,25 ,13 
44 ,5 ,38 ,10 ,27 ,8 
40 ,0 ,41 ,4 ,26 ,10 
27 ,1 ,26 ,7 ,28 ,12 
10 ,8 ,7 ,8 ,28 ,8 
5 ,9 ,6 ,9 ,28 ,4 
6 ,7 ,5 ,11 ,30 ,8 
6 ,14 ,4 ,6 ,31 ,12 
2 ,14 ,3 ,11 ,30 ,14 
1 ,0 ,6 ,7 ,28 ,15 
3 ,0 ,10 ,13 ,25 ,13 
0 ,4 ,10 ,8 ,27 ,14 
0 ,2 ,8 ,11 ,26 ,13 
0 ,3 ,3 ,7 ,25 ,12 
2 ,3 ,3 ,8 ,29 ,12 
4 ,4 ,9 ,1 ,28 ,10 
5 ,5 ,9 ,5 ,26 ,13 
0 ,7 ,8 ,13 ,27 ,13 
0 ,9 ,11 ,13 ,31 ,10 
5 ,5 ,9 ,18 ,40 ,10 
11 ,1 ,8 ,9 ,42 ,9 
13 ,4 ,12 ,20 ,46 ,8 
8 ,9 ,15 ,15 ,44 ,16 
7 ,10 ,15 ,9 ,32 ,24 
8 ,8 ,10 ,19 ,33 ,23 
7 ,4 ,10 ,19 ,31 ,24 
5 ,7 ,10 ,28 ,28 ,29 
2 ,9 ,8 ,25 ,31 ,31 
0 ,4 ,7 ,26 ,33 ,35 
7 ,7 ,10 ,29 ,31 ,32 
6 ,9 ,15 ,31 ,37 ,26 
18 ,10 ,20 ,28 ,39 ,27 
18 ,13 ,19 ,30 ,31 ,28 
18 ,16 ,20 ,29 ,27 ,27 
14 ,16 ,20 ,27 ,28 ,24 
7 ,16 ,14 ,21 ,26 ,23 
9 ,15 ,8 ,13 ,19 ,22 
7 ,12 ,9 ,21 ,16 ,20 
6 ,13 ,9 ,15 ,25 ,20 
4 ,11 ,7 ,16 ,32 ,19 
5 ,8 ,4 ,10 ,32 ,18 
8 ,12 ,3 ,12 ,31 ,18 
9 ,13 ,4 ,13 ,33 ,17 
12 ,12 ,10 ,10 ,33 ,16 
11 ,12 ,10 ,13 ,27 ,18 
12 ,9 ,6 ,16 ,25 ,18 
7 ,9 ,8 ,20 ,26 ,23 
9 ,12 ,12 ,15 ,31 ,27 
7 ,13 ,10 ,8 ,38 ,20 
9 ,12 ,7 ,11 ,35 ,17 
5 ,8 ,7 ,15 ,30 ,20 
8 ,4 ,8 ,18 ,29 ,17 
7 ,4 ,11 ,11 ,25 ,19 
11 ,9 ,8 ,11 ,12 ,20 
10 ,14 ,6 ,9 ,10 ,17 
13 ,15 ,11 ,11 ,12 ,13 
15 ,17 ,14 ,9 ,16 ,11 
13 ,19 ,12 ,13 ,25 ,13 
9 ,17 ,11 ,11 ,27 ,14 
4 ,13 ,14 ,10 ,26 ,17 
6 ,13 ,13 ,10 ,25 ,18 
6 ,15 ,11 ,8 ,25 ,13 
6 ,15 ,8 ,11 ,29 ,15 
5 ,13 ,,6 ,30 ,20 
4 ,12 ,,14 ,27 ,19 
3 ,14 ,,11 ,25 ,14 
