忠明 PM10,忠明 PM2.5,忠明 RH,忠明 Temp,忠明 Rain,忠明 Wind
39,28,82,24,0,0.5
40,32,82,23,0,0.8
37,31,85,23,0,0.8
42,28,85,23,0,0.4
39,29,85,23,0,0.3
46,30,85,24,0,0.6
59,29,82,25,0,0.9
75,29,76,27,0,1.3
86,30,71,28,0,1.6
85,43,70,28,0,1.3
79,48,68,29,0,1.7
65,48,62,30,0,1.7
54,38,62,29,0,1.4
59,33,62,29,0,1.4
64,28,65,29,0,1.2
77,35,68,29,0,1.5
74,32,71,28,0,1.8
70,32,74,27,0,1.1
68,30,77,27,0,1.2
78,32,79,26,0,1.4
79,35,80,26,0,0.8
78,30,81,26,0,0.8
67,33,82,26,0,0.8
61,32,81,26,0,1.1
49,32,79,26,0,0.8
35,26,82,25,0,0.7
37,19,82,25,0,0.8
38,23,83,25,0,0.9
41,19,84,25,0,0.3
44,21,85,25,0,0.3
41,13,78,26,0,0.5
33,25,71,27,0,0.2
34,26,69,28,0,1.1
47,41,68,28,0,0.9
65,36,71,28,0,2
66,37,68,29,0,1.3
65,29,61,30,0,1.4
59,26,60,30,0,1.9
61,26,61,30,0,1.8
53,46,61,29,0,1.5
63,37,68,28,0,1.3
61,41,72,28,0,0.8
64,40,75,27,0,0.7
65,47,77,27,0,0.9
77,45,76,27,0,0.3
83,43,79,26,0,1.5
89,43,79,26,0,1.2
91,50,77,26,0,1.2
101,51,79,26,0,0.8
103,54,83,26,0,0.9
110,60,82,26,0,1.5
106,61,84,25,0,0.8
107,59,86,25,0,0.6
105,50,84,25,0,1.1
113,56,79,26,0,1.1
116,53,73,28,0,1.5
97,53,68,29,0,1.7
85,41,69,29,0,1.2
73,49,65,30,0,1.9
69,41,61,31,0,1.8
52,42,56,32,0,2.4
39,25,53,32,0,1.6
41,21,54,31,0,1.8
41,14,58,30,0,1.5
43,21,64,29,0,1.5
38,24,68,28,0,1.1
48,24,69,28,0,1.1
58,24,70,28,0,1.2
65,32,72,28,0,1.4
64,32,74,27,0,1.2
62,33,77,27,0,1.6
59,25,79,26,0,1.1
50,27,79,26,0,1.6
40,23,82,26,0,1.2
40,21,82,26,0,0.6
50,21,82,26,0,0.9
50,24,79,26,0,0.9
46,22,75,26,0,0.9
37,21,71,27,0,1
32,18,61,30,0,1
34,23,51,32,0,1.4
43,22,49,33,0,1.7
56,24,48,34,0,2
54,20,51,33,0,2.5
38,18,53,32,0,2.2
31,12,59,31,0,2.8
31,10,62,30,0,2.4
37,13,67,29,0,1.9
32,12,70,29,0,1.4
28,11,72,28,0,1
25,11,72,28,0,0.7
27,13,74,28,0,1
20,22,78,27,0,1.6
21,21,78,27,0,0.6
23,19,78,27,0,1.2
27,10,80,27,0,1
22,16,77,27,0,0.6
20,13,75,27,0,0.6
19,18,77,27,0,0.8
28,9,79,26,0,0.9
35,26,85,25,0,0.8
52,32,84,25,0,0.8
55,41,81,25,0,1.1
56,27,73,27,0,0.8
41,35,67,29,0,1.5
38,26,63,30,0,1.6
34,30,63,30,0,1.6
39,20,60,31,0,1.3
39,21,60,31,0,1.6
41,20,62,30,0,1.9
38,20,61,30,0,1.2
33,22,64,30,0,2
35,19,69,29,0,1.2
40,20,74,27,0,1.1
47,19,78,26,0,1
44,18,79,26,0,0.8
44,23,82,25,0,0.8
50,20,82,25,0,1.4
53,25,82,25,0,1.4
52,22,82,25,0,1.1
53,26,83,25,0,0.8
49,26,83,25,0,0.6
54,30,82,25,0,0.9
43,27,81,25,0,0.7
40,28,80,25,0,0.6
42,21,82,25,0,0.9
53,24,79,26,0,1
63,23,78,26,0,0.8
65,29,76,27,0,0.8
62,32,71,28,0,0.8
63,32,66,29,0,1.6
60,28,54,31,0,0.7
49,24,49,31,0,0.9
42,16,53,32,0,1.9
37,11,51,32,0,1.7
39,12,48,32,0,2
46,18,62,30,0,1.7
51,22,57,30,0,0.8
61,24,67,28,0,1.2
64,31,70,28,0,1.3
71,35,70,28,0,1.4
77,37,69,28,0,1.6
70,30,68,28,0,1.2
53,25,71,27,0,1.6
31,20,78,26,0,1.6
20,16,81,25,0,1.6
25,15,81,25,0,1.1
28,12,82,25,0,0.9
25,12,83,25,0,1
21,14,90,24,34,0.7
15,10,97,23,39,1.2
12,13,90,23,0.4,1.5
19,11,75,25,0,1.2
22,16,68,26,0,0.6
26,14,63,28,0,0.4
18,12,62,30,0,1.1
26,21,65,28,0,2.2
43,25,65,28,0,1.8
60,28,65,28,0,1
67,29,65,27,0,1.2
61,28,65,27,0,1.1
67,30,68,26,0,0.6
72,28,69,26,0,0.6
80,32,70,26,0,0.5
78,31,70,26,0,0.7
76,38,70,26,0,0.5
75,46,73,26,0,0.4
76,43,74,26,0,0.3
76,41,74,26,0,0.7
82,41,76,25,0,0.6
86,45,77,25,0,0.4
89,49,78,25,0,0.9
88,49,78,25,0,0.3
94,53,76,26,0,0.5
99,50,74,26,0,0.5
107,51,71,28,0,0.9
98,48,67,29,0,1.1
93,49,61,30,0,1.4
82,48,57,32,0,1.4
82,54,55,32,0,1.4
78,56,55,32,0,1.4
71,45,52,32,0,1.8
66,39,56,31,0,1.5
60,32,61,30,0,1.6
58,37,65,29,0,1.4
62,43,68,28,0,1.5
69,42,71,28,0,1.1
85,43,72,28,0,1.5
88,50,75,27,0,1.5
87,42,77,27,0,1.4
65,39,81,27,0,1
55,20,82,27,0,1
40,24,81,27,0,1
38,15,82,26,0,1.1
33,24,83,26,0,0.6
35,25,82,26,0,1.2
34,23,83,25,0,1.2
38,15,80,26,0,0.8
36,12,75,27,0,1.2
39,18,68,29,0,1.8
40,19,60,31,0,1.9
45,15,57,32,0,1.8
43,19,56,32,0,2.3
37,12,62,32,0,2
32,16,63,32,0,2.6
35,12,62,32,0,2.3
26,26,66,31,0,1.9
27,16,67,30,0,1.6
29,15,67,30,0,1.5
37,3,71,29,0,1.2
39,6,75,29,0,1.4
42,6,78,28,0,1
42,6,79,28,0,1.4
31,10,81,28,0,1.5
19,5,81,27,0,1.3
22,3,83,27,0,1.1
27,0,83,27,0,1.1
36,7,84,26,0,1.5
32,11,86,26,0,1.7
26,12,84,26,0,1.2
27,9,82,26,0,0.9
20,9,78,26,0,1.1
29,13,76,27,0,1.3
23,15,73,28,0,2.1
32,16,68,29,0,2.6
38,21,60,31,0,2.6
39,18,54,33,0,2
40,15,56,33,0,1
44,20,59,33,0,0.8
41,11,60,33,0,0.7
43,23,63,33,0,1.2
49,19,61,33,0,1.7
47,24,65,32,0,1.4
43,18,74,30,0,1.4
34,14,75,30,0,2.2
32,8,77,29,0,2.5
33,11,79,28,0,1.6
28,13,79,28,0,1.1
27,13,80,28,0,1.3
25,12,81,28,0,1
27,12,82,27,0,1.1
30,10,78,27,0,1
21,10,75,27,0,1.2
16,6,78,26,0,1
10,11,72,26,0,0.8
12,9,66,27,0,0.9
14,14,57,29,0,1.5
14,14,55,31,0,1.3
22,19,58,32,0,1.7
28,22,58,33,0,1.9
43,19,57,33,0,2.1
52,25,53,34,0,2.2
43,12,55,34,0,2
30,19,56,34,0,2.1
22,12,61,32,0,1.8
22,19,63,31,0,1.2
25,18,62,31,0,2
24,12,67,30,0,2
25,12,72,29,0,1.5
25,13,76,28,0,1
19,15,75,28,0,1.3
22,21,73,28,0,1.2
12,18,73,28,0,1.2
13,15,73,28,0,1.2
9,13,76,27,0,1
16,9,78,27,0,0.8
16,15,78,27,0,0.9
20,20,79,27,0,1.5
15,18,81,26,0,0.9
23,16,79,27,0,1.7
20,15,74,28,0,1
26,20,68,29,0,0.6
27,16,59,31,0,1.1
28,21,55,32,0,1.2
25,21,53,33,0,1.6
18,21,50,34,0,1.4
23,21,48,34,0,1.7
30,18,56,33,0,2.2
27,18,59,32,0,2
25,8,58,32,0,2.1
23,20,65,30,0,1.7
31,14,70,29,0,1.5
26,27,73,29,0,1.2
23,13,72,28,0,1.7
23,15,72,28,0,1.8
32,10,71,28,0,1.4
27,18,73,28,0,1.2
27,15,74,28,0,1.1
28,8,73,27,0,1.2
28,8,76,27,0,1.6
23,12,76,27,0,0.7
9,15,77,26,0,0.9
9,15,76,26,0,0.9
12,9,72,27,0,1.1
26,10,64,29,0,1.4
38,9,52,31,0,1.9
40,12,46,33,0,2.2
40,18,51,34,0,2.1
43,22,54,34,0,2
43,19,51,34,0,2.6
41,11,52,34,0,2.5
37,11,51,34,0,2.8
40,14,50,33,0,2.9
36,15,49,33,0,2
34,14,52,32,0,1.7
25,14,57,31,0,1.6
31,13,64,30,0,1.7
22,10,66,30,0,1.9
22,10,66,29,0,1.2
12,11,68,29,0,1
12,13,71,29,0,1
10,11,70,28,0,1
13,8,71,28,0,1.4
13,6,72,27,0,1.4
20,8,73,27,0,1.2
20,6,68,27,0,1
20,6,65,27,0,1.1
19,3,62,28,0,1.1
20,14,57,30,0,1.6
25,13,52,31,0,2.1
33,15,52,33,0,2.3
31,12,52,33,0,2.4
36,18,56,33,0,1.5
36,19,58,32,0,1.1
35,18,58,32,0,1.7
34,17,57,32,0,2.2
32,16,54,33,0,2.7
31,16,56,33,0,1.9
30,9,62,32,0,1.8
31,16,68,30,0,1.8
41,8,72,30,0,1.6
38,18,73,30,0,1.7
31,9,74,29,0,1.5
27,11,74,29,0,1.9
24,12,74,29,0,1.3
32,25,71,29,0,1.6
35,25,73,29,0,2
30,18,73,29,0,1.6
22,18,71,29,0,1.6
23,11,71,29,0,1.6
26,10,69,29,0,1.7
32,5,68,29,0,1.7
19,9,68,29,0.2,1.9
18,19,80,27,2.8,1.4
19,16,85,26,5.4,1.8
23,13,90,25,11,1.7
22,12,92,25,17,2
14,11,91,23,19,1.6
18,9,88,23,8.4,1.6
14,0,92,23,27,1.2
10,2,95,23,13,2.2
2,3,95,23,12,1.6
1,2,96,23,3,1.6
1,6,95,23,0.6,1.2
7,5,93,24,0.6,1
5,10,94,24,0.2,0.7
5,2,90,24,0,0.5
2,7,89,24,0,0.4
2,9,90,24,0,0.7
3,11,92,24,0.2,0.3
7,9,95,24,0.4,0.7
12,12,96,24,0.4,0.3
15,11,97,24,0.2,0.3
8,13,98,24,0,0.6
3,3,94,24,0,1.2
4,2,92,24,0.4,1.1
9,8,93,24,0,0.8
14,14,90,24,0.2,1.1
22,18,86,24,0.2,1
27,15,87,25,0.2,0.6
43,18,87,26,0,0.6
39,23,78,26,0,1.3
40,18,79,26,0.2,1
27,13,73,26,0,0.8
23,8,70,26,0,1
24,8,75,25,0.2,1
24,8,76,25,0,1.2
33,12,79,25,0,0.9
24,13,78,24,0.2,0.7
26,13,82,24,0,1.3
32,18,85,24,0,0.2
38,20,87,24,0.2,0.7
35,25,93,24,2.6,0.8
28,23,97,24,0.2,0.3
27,26,98,24,0.2,0.8
24,22,97,24,0,0.6
23,19,98,23,3.2,1.2
21,12,99,23,0.2,1.6
17,9,99,23,2.4,0.9
7,10,99,23,0.4,1.4
1,8,98,24,0.2,1.1
7,5,92,25,0,0.8
10,0,86,26,0,0.9
21,3,80,27,0,1.1
23,6,75,28,0,1.3
27,12,72,29,0,1.1
20,10,69,29,0,1.1
21,10,69,30,0,1.4
19,8,74,28,0,1.2
24,11,79,27,0.2,1.6
16,11,88,26,10,0.4
14,13,95,25,14,0.8
7,11,99,25,6.2,0.5
9,12,100,25,0.4,0.9
7,10,100,25,0.2,1.1
9,11,97,26,0,1.5
15,10,96,26,0,1.7
13,9,97,25,0,1.2
8,10,98,25,0,1
3,5,99,25,0,1
6,7,96,25,0,1.1
15,4,94,25,0,1
26,15,92,25,0,0.2
30,20,91,26,0,0.8
32,22,90,26,0,1.1
29,16,89,26,0,1.2
29,10,90,26,0,1.2
20,12,85,27,0,1.1
10,9,80,28,0,1.4
8,7,82,28,0,1.1
9,6,86,27,3.4,0.9
12,8,95,26,7.4,0.7
9,11,96,27,0,0.6
6,11,96,26,12,1.5
9,7,97,26,0.6,0.8
11,4,96,26,2,1.1
16,2,95,26,0.2,1.7
16,11,96,26,0,2.3
16,12,94,26,0,1.9
11,13,94,26,0.2,1.3
8,4,96,25,5.8,1.4
6,4,98,25,0.6,1.1
6,3,96,25,0,0.9
3,5,91,25,9.8,1.7
2,3,99,25,12,1.6
2,2,95,25,0,1.2
3,1,86,26,0.8,1.3
4,4,86,26,0,1.3
6,1,85,26,0.2,1.7
10,6,90,26,9,1.8
12,7,98,25,12,1.2
10,7,87,25,8.6,1.1
6,6,75,25,0,1.1
7,8,79,25,1.8,1
7,13,78,25,1.8,1.2
9,7,83,25,7.4,1.5
9,3,74,25,1.6,1.6
4,0,86,25,8.8,1.4
2,1,100,24,18,1.4
5,4,79,24,2.2,1
5,2,79,24,1,0.7
5,3,84,24,4.4,0.8
2,0,79,25,1.8,0.9
2,2,84,25,4.4,0.8
1,1,77,25,0.2,0.9
1,6,80,25,0,0.5
2,5,79,25,0,0.5
2,2,78,25,0.2,0.7
3,2,80,24,0,0.4
4,2,79,24,0,0.5
5,4,80,24,0,0.3
11,0,80,24,1.6,0.5
11,0,79,24,1.2,0.6
6,7,79,24,0.2,0.7
6,13,99,24,0.2,0.7
13,13,97,25,0,0.5
18,10,92,25,0,0.7
26,11,88,26,0,0.9
27,13,84,26,0,1
23,10,77,27,0,1.2
19,14,73,28,0,0.7
14,14,73,28,0,1.1
16,14,77,27,0,1.4
22,12,79,26,0,1
14,14,81,26,0,0.8
15,15,82,26,0,0.8
22,10,82,26,0,0.7
36,13,82,26,0,0.5
41,15,84,26,0,0.2
40,19,85,25,0,0.4
48,21,88,25,0,1.1
52,27,90,25,0,0.8
61,37,91,25,0,0.2
58,35,91,25,0,0.6
64,30,90,25,0,0.9
70,38,89,25,0,0.7
70,43,87,26,0.2,0.8
64,40,86,26,0.2,0.8
49,21,89,26,1.4,0.6
41,20,90,26,0,1
35,24,88,26,0,0.6
41,38,85,27,0,0.1
61,38,84,27,0.6,0.7
79,44,89,26,2,0.1
68,40,92,26,1,1.5
36,27,96,25,2.4,1.5
7,10,96,25,17,1.4
3,5,97,25,3.4,1.1
8,6,98,25,17,0.6
14,6,99,24,16,1.1
16,2,99,24,17,1.1
11,1,99,24,16,1.4
6,3,99,24,5,1.6
3,0,98,24,1.8,1.2
3,0,96,24,0.2,1
5,0,97,24,0,1
2,2,97,24,0,0.9
2,4,94,24,0.2,0.3
2,5,93,24,0,0.6
2,0,91,24,0,0.8
5,0,87,25,0,1
4,5,80,26,0,1.7
4,11,79,26,0,1.3
11,13,79,27,0.8,1.2
13,8,85,26,2,0.9
20,7,84,26,2,1.2
9,8,84,26,0,1.7
12,7,85,26,0.6,1.5
5,5,85,26,0.2,1
6,2,85,26,0,0.9
7,0,86,26,0.2,1
15,7,84,27,0,0.9
16,6,83,27,0,0.9
23,18,86,26,0,1
24,18,87,26,0,0.8
28,18,86,26,0,0.9
15,14,84,26,0,1.1
8,7,84,25,0,0.7
11,9,83,26,0,1.4
28,7,83,26,0,1.7
30,6,84,26,0,1.1
30,4,85,26,0,1.2
15,5,84,26,5,0.8
11,8,91,24,26,0.6
7,9,95,24,1.2,1.6
12,12,94,24,27,1.3
10,11,96,24,12,1.5
7,12,96,24,13,1.4
2,7,96,24,7.6,0.7
2,9,91,25,0.8,1.2
10,7,83,27,0,2
18,9,72,29,0,1.6
27,5,69,31,0,1.9
30,8,70,31,0,1.9
26,7,74,30,0,2.1
26,11,78,29,0,0.9
21,10,81,28,0,2
20,13,82,28,0,2.1
18,15,83,27,0,1.2
19,13,84,27,0,1.4
24,9,83,28,0,1.3
24,4,85,27,0,1.3
28,6,86,27,0,1.6
27,6,86,27,0,1.3
25,6,85,27,0,1.3
19,5,84,27,0,1.2
16,4,82,27,0,1.3
19,3,85,27,0,1.2
20,4,81,28,0,1.5
25,8,75,29,0,2
28,16,71,30,0,2.4
29,11,68,31,0,2.7
29,14,72,31,0,1.4
29,10,73,31,0,2.1
31,14,65,32,0,2.3
35,13,61,33,0,3.2
33,11,60,33,0,2.9
32,12,61,32,0,2.7
23,8,64,31,0,2.5
21,14,70,30,0,2.2
21,14,74,29,0,2.1
22,10,78,29,0,2.2
22,5,81,28,0,1.9
25,5,82,28,0,2.1
32,11,82,28,0,2
34,10,83,28,0,2.2
26,8,84,28,0,1.7
22,3,84,28,0,1.8
20,1,83,28,0,1.6
30,3,81,28,0,1.7
23,8,81,28,0,1.5
26,13,80,28,0,1.3
22,14,77,29,0,1.6
26,15,72,30,0,1.8
27,15,68,31,0,2.3
25,13,79,29,1.4,1.2
28,13,71,31,0,2.1
23,13,66,32,0,2.3
24,14,65,32,0,1.9
20,7,64,33,0,2.5
25,7,65,32,0,1.8
29,5,67,32,0,1.9
29,11,70,31,0,1.9
30,8,75,30,0,2
31,16,78,29,0,2
35,8,81,29,0,2.6
30,6,81,28,0,2.6
26,7,82,28,0,1.7
23,7,83,28,0,1.8
25,8,83,28,0,2.5
25,0,83,28,0,3.1
29,4,83,28,0,2
30,6,87,27,9,1.9
25,6,91,25,0.6,1.4
16,3,91,26,0.2,0.7
6,4,91,26,0,0.5
6,10,90,27,0,1.2
10,15,85,28,0,1.3
20,10,79,28,0,1.7
25,10,77,29,0.8,1.3
20,12,78,28,0,2
15,13,79,27,0,2.3
5,11,87,25,1,1.9
4,4,89,25,0.2,2.1
5,3,87,25,0.4,2.3
5,0,85,25,0.2,1.5
5,2,85,26,3.4,0.4
5,4,88,25,4,1.1
2,8,87,25,3.6,1.7
2,5,84,25,0,1.2
6,6,86,25,0.4,1.5
10,0,86,25,0.4,1.4
13,4,87,25,0.8,0.6
10,7,88,25,2,0.6
5,7,88,24,1.6,0.8
2,6,88,24,0.2,1.1
4,2,88,24,0,1.4
3,2,88,24,0,0.4
3,1,86,24,0,0.5
10,1,85,25,0,0.2
15,5,82,26,0,0.2
25,10,82,27,0,0.9
30,20,80,27,0,1
41,16,77,28,0,1.3
41,13,73,30,0,1.6
32,8,68,31,0,1.6
23,14,69,31,0,1.8
25,14,71,31,0,1.8
34,8,71,31,0,1.2
42,1,67,31,0,1.2
39,10,68,31,0,1.8
48,13,72,30,0,1.5
39,21,77,29,0,1.3
41,22,79,29,0,1.3
36,20,79,29,0,1.5
45,15,80,28,0,1
35,9,80,28,0,1.2
29,5,81,28,0,1.1
19,3,84,27,0,1.5
20,0,85,26,0,1.2
15,4,84,26,0,1.1
18,9,83,27,0,1
17,15,83,26,0,1.1
16,14,82,27,0,1.1
25,12,74,28,0,1.6
27,11,63,30,0,1.4
30,11,56,32,0,2.1
24,14,54,33,0,2.4
20,12,54,33,0,2.3
27,10,53,34,0,2
26,10,58,34,0,2.4
35,13,54,34,0,2.4
28,8,55,33,0,2.3
20,2,57,32,0,2.1
20,11,61,31,0,1.8
24,7,60,31,0,1.5
34,11,62,30,0,1.2
32,7,64,30,0,1.3
34,5,68,29,0,1.8
28,2,71,28,0,1.3
23,0,73,28,0,1.3
12,3,73,28,0,1.5
17,3,75,28,0,1.6
13,4,76,27,0,1.3
13,4,77,28,0,1.2
8,6,78,27,0,1.1
14,6,78,27,0,0.8
24,9,77,27,0,1.5
30,13,70,29,0,2
36,8,64,31,0,1.5
33,10,62,32,0,2
28,12,59,33,0,2.3
23,15,59,33,0,2.4
15,12,62,33,0,2.6
23,10,57,34,0,2.6
13,7,52,34,0,1.6
17,7,53,34,0,1.7
14,7,54,34,0,1.8
18,8,57,33,0,1.6
29,8,62,32,0,1.4
36,7,67,31,0,1.4
37,12,73,30,0,1.3
22,9,75,29,0,1.8
16,12,76,29,0,1.6
14,6,76,29,0,1.4
15,7,77,28,0,1.1
15,5,78,28,0,0.9
22,5,77,28,0,1.1
28,6,76,27,0,1.3
41,3,77,27,0,1.4
30,7,78,27,0,1
29,7,73,28,0,0.8
7,8,69,29,0,1.6
18,6,64,30,0,1.3
22,7,60,31,0,1
39,4,58,32,0,1.1
41,12,56,33,0,2.1
42,11,63,32,0,2.1
38,18,61,33,0,2
30,11,63,33,0,2.5
19,12,66,31,0,2.6
18,16,65,32,0,1.6
15,15,69,31,0,1.7
23,15,69,30,0,1.4
20,7,73,30,0,1.9
19,6,73,30,0,1.7
17,10,74,29,0,1.6
17,14,75,29,0,2
23,16,78,29,0,1.7
22,11,79,29,0,1.9
15,14,79,28,0,1.6
11,11,80,28,0,1.8
8,12,82,28,0,1.6
13,6,83,28,0,1.3
12,9,81,28,0,1.7
11,9,77,28,0,1.9
11,7,72,29,0,1.6
21,10,66,31,0,1.8
24,9,61,32,0,1.8
22,19,55,33,0,2
19,13,56,34,0.2,2
21,18,74,31,0.8,1.4
19,14,64,33,0,2.3
10,15,61,33,0,1.9
7,14,65,33,0,1.8
11,10,66,32,0,1.6
18,13,67,32,0,1.6
27,12,70,31,0,2.2
34,15,73,31,0,2.4
26,16,73,30,0,1.7
18,15,75,30,0,1.4
10,14,75,30,0,1.5
22,11,77,29,0,1.4
28,14,77,29,0,1
28,12,76,29,0,0.9
17,8,76,29,0,0.9
8,9,78,29,0,0.8
7,5,78,28,0,0.9
7,7,79,28,0.2,0.9
13,2,81,28,0,0.8
7,3,84,27,1.2,0.9
13,8,84,28,0.8,0.8
10,11,80,28,0,1.1
16,11,73,30,0,1.2
10,9,67,32,0,1.7
13,10,63,33,0,2.1
10,13,64,32,0,2
16,8,68,32,0.2,0.8
15,5,84,28,8,1.3
16,9,81,29,0.4,0.7
11,7,82,28,0.2,1.8
5,14,84,27,1.6,1.1
5,12,84,27,0,0.8
7,13,86,27,0,0.5
12,13,86,28,0,1.3
22,21,86,28,0,0.4
23,25,84,28,0,0.5
17,13,83,28,0,0.5
10,0,85,28,0,0.9
11,1,86,27,0,0.9
20,8,84,27,0,0.7
18,10,84,27,0,0.9
14,10,84,27,0,0.1
13,5,85,28,0,0.6
18,6,82,28,0,0.6
26,7,77,29,0,0.5
26,14,72,31,0,1.3
30,23,68,32,0,1.3
27,23,59,34,0,2
31,19,67,33,0,2
32,10,60,34,0,2.3
38,11,62,34,0,2.4
31,13,60,34,0,2.5
26,19,60,33,0,1.6
23,12,67,32,0,1.5
23,9,71,31,0,1.5
20,1,75,30,0,1.2
11,6,77,30,0,1.1
15,2,77,30,0,1.9
18,8,79,29,0,2.2
30,4,82,29,0,1.9
32,3,84,28,0,1.6
27,0,84,28,0,1.3
19,0,83,28,0,1.8
11,6,83,28,0,1.6
10,14,82,27,0,1.6
14,14,81,27,0,1.1
17,10,77,28,0,1.5
17,11,70,29,0,1.6
20,11,60,31,0,1.8
26,16,53,33,0,1.9
29,14,48,33,0,1.9
29,18,54,33,0,1.8
30,18,57,34,0,2
31,16,56,34,0,2
26,16,55,33,0,2.2
21,15,53,33,0,2.3
22,11,57,32,0,1.7
21,13,60,31,0,2.2
28,13,59,30,0,2.1
24,14,61,30,0,2.3
23,16,63,29,0,1.9
23,14,67,28,0,2.2
16,14,71,28,0,1.4
11,15,72,27,0,1.3
6,13,72,26,0,1.4
13,13,74,26,0,1.4
15,12,77,26,0,1.6
17,14,77,25,0,1.3
10,6,77,26,0,1.7
10,6,78,27,0,1.8
16,8,72,27,0,2
16,13,64,27,0,1.6
18,18,58,28,0,2
18,13,55,29,0,2.2
28,11,48,28,0,2
29,10,49,28,0,2.1
23,16,52,29,0,2.1
21,13,51,29,0,2.3
25,20,54,30,0,2.6
23,8,57,28,0,2.2
25,13,59,28,0,2.1
25,11,61,26,0,1.6
31,13,65,25,0,1.4
34,10,69,24,0,1.1
28,7,71,25,0,1.3
23,12,74,25,0,1.4
13,15,74,28,0,2.1
11,11,77,28,0,2.3
12,11,79,26,0,1.6
9,7,78,26,0,1.7
11,7,76,26,0,1.7
5,4,75,25,0,1.2
7,8,77,25,0,1.1
8,8,76,25,0,1.1
16,10,73,27,0,2
21,12,68,27,0,1.7
20,11,62,28,0,2.2
20,11,56,29,0,2.2
21,10,52,31,0,2.8
24,14,52,28,0,2.1
27,13,50,29,0,2.3
22,15,53,29,0,2.3
19,12,52,29,0,2.3
12,15,49,31,0,2.6
14,9,53,29,0,2.3
14,12,58,27,0,1.7
17,14,65,25,0,1.2
22,16,67,25,0,1.1
20,12,70,26,0,1.5
18,9,70,26,0,1.7
15,9,72,26,0,1.6
19,7,72,26,0,1.5
16,7,74,27,0,2
18,7,76,25,0,1.4
17,11,75,26,0,1.5
16,13,73,26,0,1.4
11,9,76,25,0,1.3
8,6,76,25,0,1.2
7,7,72,26,0,1.5
11,12,69,26,0,1.5
14,12,65,28,0,2
20,10,58,28,0,2.2
17,7,54,29,0,2.2
14,6,53,29,0,2.4
17,8,51,30,0,2.6
18,6,49,29,0,2.3
25,6,52,29,0,2.3
27,12,58,29,0,2.3
30,19,59,27,0,1.7
29,20,63,28,0,2
29,19,65,27,0,1.7
28,10,64,25,0,1.4
24,14,71,28,0,2.2
19,11,73,28,0,2.1
12,15,73,26,0,1.4
7,11,73,27,0,1.7
3,7,75,26,0,1.4
7,4,74,26,0,1.5
8,8,76,27,0,1.7
10,6,76,25,0,1.3
18,10,79,25,0,1.3
19,12,77,25,0,1.2
16,12,74,26,0,1.5
9,13,73,27,0,1.7
14,5,66,27,0,1.7
14,10,59,28,0,2.1
15,7,56,27,0,1.7
17,13,55,29,0,2.4
23,13,61,30,0,2.8
22,15,59,29,0,2.3
23,13,59,29,0,2.4
25,12,59,28,0,2.2
28,9,62,28,0,2.1
19,13,65,28,0,2
19,9,67,24,0,1
19,14,68,26,0,1.5
25,8,71,25,0,1.4
26,13,74,25,0,1.5
22,8,75,25,0,1.5
21,12,74,25,0,1.3
17,7,75,25,0,1.4
23,15,76,25,0,1.2
25,15,75,25,0,1.3
23,18,75,26,0,1.5
15,11,76,27,0,1.8
12,14,78,25,0,1.3
22,12,74,24,0,1.1
22,9,70,26,0,1.6
21,11,65,27,0,1.7
12,9,60,29,0,2.3
18,10,55,28,0,2
23,12,51,28,0,2.1
21,14,50,29,0,2.2
25,21,60,29,0,2.4
26,12,61,29,0,2.4
26,18,61,28,0,2.1
25,18,63,28,0,2.1
32,16,66,28,0,2.1
37,12,69,27,0,2.1
37,3,70,24,0,1.4
30,9,71,25,0,1.5
28,8,73,25,0,1.3
23,13,74,26,0,1.7
17,8,75,25,0,1.4
11,8,76,26,0,1.5
13,6,76,25,0,1.4
18,5,78,25,0,1.3
17,8,77,24,0,1
10,6,76,24,0,1.1
10,8,77,25,0,1.1
9,7,76,24,0,1
17,9,71,25,0,1.3
26,11,61,29,0,2.3
23,14,56,28,0,2
21,18,52,29,0,2.2
21,12,51,29,0,2.2
23,10,57,28,0,2.2
24,13,56,30,0,2.8
18,14,59,31,0,2.8
17,10,61,30,0,2.7
22,7,62,28,0,2.3
25,5,60,27,0,1.9
21,6,66,28,0,2.2
17,1,66,24,0,1.1
14,6,66,25,0,1.3
15,6,68,25,0,1.3
10,11,70,25,0,1
13,7,70,24,0,0.9
19,6,72,25,0,1.2
23,0,74,24,0,1.3
17,0,75,26,0,1.7
11,0,75,26,0,1.5
5,6,76,25,0,1.1
2,4,74,25,0,1.2
2,8,73,25,0,1
10,3,73,25,0,1.2
17,12,69,25,0,1.2
25,8,62,25,0,1.4
24,16,60,28,0,1.9
22,23,61,27,0,1.8
23,9,61,28,0,2
20,8,57,29,0,2.4
26,10,58,29,0,2.5
29,13,58,29,0,2.4
35,13,63,28,0,2.3
27,8,65,27,0,2
28,12,70,26,0,1.8
23,11,73,26,0,1.5
23,6,73,25,0,1.3
15,4,75,25,0,1.2
15,2,73,25,0,1.3
22,11,75,26,0,1.7
29,8,76,24,0,1.1
27,16,75,25,0,1.4
20,12,77,25,0,1.2
21,19,77,25,0,1.4
18,12,78,24,0,1.1
16,12,78,24,0,0.9
16,13,74,27,0,1.8
22,16,69,27,0,1.9
29,19,63,27,0,1.9
22,12,59,29,0,2.3
22,7,56,27,0,1.7
19,11,57,29,0,2.2
20,16,56,28,0,2
30,15,51,29,0,2.3
