忠明 PM10,忠明 PM2.5,忠明 RH,忠明 Temp,忠明 Rain,忠明 Wind
19,9,64,28,0,1.7
17,11,63,29,0,1.8
26,10,63,31,0,1.9
26,13,60,31,0,1.9
26,13,56,32,0,1.7
25,16,58,32,0,1.7
26,16,57,32,0,2
25,16,60,31,0,2.3
21,9,74,26,10,2.7
11,5,81,24,1.6,1.4
12,4,81,25,0.6,1.5
7,4,79,25,0,0.9
14,5,81,25,0,0.9
14,4,78,25,0,1.1
14,7,78,25,0,1.2
8,3,77,25,0,1.5
12,6,78,25,0,1.1
13,10,81,25,0,0.6
18,10,78,25,0,0.9
9,9,77,25,0,0.7
12,1,80,24,0,0.5
5,6,76,25,0,1
8,6,74,25,0,0.6
6,9,71,26,0,0.5
15,8,68,27,0,0.8
23,9,62,28,0,1.3
24,7,64,29,0,1.3
25,8,63,30,0,0.8
19,11,58,32,0,1
24,18,56,32,0,1.5
32,19,59,32,0,2
31,19,59,31,0,1.9
32,13,60,31,0,1.9
25,15,61,30,0,1.8
20,15,64,29,0,1.3
15,16,66,28,0,1.2
12,16,64,28,0,1.5
15,16,66,27,0,1.5
10,13,71,26,0,0.9
9,14,74,26,0,0.9
14,13,74,26,0,0.6
21,15,77,26,0,1.1
19,13,77,26,0,1
14,13,77,26,0,1.2
12,8,79,25,0,1.3
10,13,78,25,0,1.3
16,11,76,26,0,0.9
17,16,70,27,0,1.2
23,12,64,29,0,1.4
30,14,60,30,0,0.7
40,18,56,31,0,1.2
42,26,50,33,0,1.5
45,29,57,32,0,1.8
41,39,58,32,0,2.2
39,35,61,32,0,2.2
28,30,61,31,0,2.2
21,21,62,31,0,1.7
19,18,62,30,0,1.9
17,16,66,29,0,1.8
15,13,68,29,0,1
17,9,72,28,0,1.2
17,12,74,28,0,1.8
19,16,76,27,0,1.1
16,18,76,27,0,1.5
18,20,76,27,0,1.2
19,21,77,27,0,1.5
23,13,76,27,0,1.3
21,20,77,27,0,0.8
27,23,77,27,0,1.2
23,22,78,27,0,1
26,26,78,27,0,0.6
29,22,75,28,0,0.8
30,20,67,29,0,0.9
31,18,60,30,0,1.1
24,21,58,31,0,0.6
31,22,60,31,0,1.5
30,25,59,32,0,1.5
33,22,56,32,0,2.1
37,26,55,32,0,2.5
41,30,54,32,0,2.2
24,21,55,31,0,2.4
29,12,56,30,0,2
28,6,58,30,0,1.7
25,10,59,29,0,1.1
13,11,60,28,0,0.7
5,7,62,28,0,1.3
7,2,68,28,0,1
11,3,69,28,0,1
10,4,70,27,0,1.1
14,5,71,27,0,0.8
13,10,72,27,0,0.9
11,16,72,27,0,0.9
9,11,72,27,0,1
10,8,75,27,0,0.5
10,5,75,27,0,0.3
16,12,69,28,0,0.7
22,20,66,29,0,0.4
35,26,63,30,0,1.2
39,25,62,30,0,1.7
35,21,59,31,0,1.7
31,22,55,32,0,2.1
24,18,53,32,0,2.3
23,6,52,32,0,2.2
21,7,52,32,0,1.9
15,12,53,31,0,1.8
15,10,53,31,0,1.5
10,12,61,29,0,1.7
17,8,66,29,0,1.6
20,8,67,28,0,1
23,11,70,28,0,1
25,15,68,28,0,1.5
22,20,68,28,0,0.5
23,11,75,27,0,1.5
15,15,78,27,0,1.3
15,10,79,27,0,0.9
23,13,78,27,0,0.4
28,12,78,27,0,1
28,15,78,27,0,0.4
18,17,77,27,0,0.8
24,19,74,28,0,0.6
22,14,70,29,0,0.8
27,10,60,30,0,0.7
28,15,52,32,0,1.3
25,21,47,33,0,1.2
26,23,45,33,0,1.9
14,20,47,33,0,1.6
22,16,47,33,0,2.1
20,15,48,32,0,2
25,14,51,32,0,2.4
19,14,56,31,0,2.1
13,14,62,30,0,1.9
17,14,65,29,0,1.2
23,22,65,29,0,1
21,19,64,29,0,1.4
22,21,65,29,0,0.9
19,13,71,28,0,1.4
25,18,71,28,0,1.1
28,21,72,28,0,1.1
31,24,74,27,0,1
35,20,74,27,0,1.4
28,20,76,27,0,1.6
25,23,76,27,0,0.4
29,26,75,27,0,0.8
30,29,72,28,0,0.4
43,30,67,29,0,0.2
39,33,57,31,0,0.4
43,31,52,32,0,0.9
35,23,50,32,0,1.7
36,13,49,32,0,1.8
30,11,47,32,0,1.5
26,11,47,32,0,2.2
16,15,47,32,0,2.2
18,15,48,31,0,1.5
20,18,47,31,0,1.5
32,14,50,30,0,1.7
25,9,48,30,0,0.8
21,9,51,29,0,1.1
12,10,60,29,0,0.7
17,15,63,28,0,1.5
14,13,66,28,0,1.4
17,13,69,28,0,0.4
16,14,73,28,0,1.3
20,20,73,27,0,1.2
19,14,73,27,0,1.2
16,12,73,27,0,1.1
23,15,73,27,0,0.3
25,22,74,27,0,0.3
33,28,70,28,0,0.5
34,25,63,29,0,0.4
32,21,53,31,0,0.7
34,16,49,32,0,0.8
30,13,45,33,0,1.5
41,18,47,33,0,2.2
36,13,47,33,0,2.4
33,15,52,32,0,3.1
26,18,52,32,0,2.2
29,15,54,31,0,1.8
30,11,56,30,0,1.4
23,11,61,29,0,0.9
17,12,66,29,0,1.5
15,14,69,28,0,1
16,12,73,28,0,1.6
14,13,75,28,0,1.5
18,8,76,28,0,1.6
16,5,76,28,0,1.5
18,10,77,27,0,1
13,14,77,27,0,0.4
17,12,80,27,1,1.1
17,12,80,26,0,1
21,12,79,26,0,0.6
18,18,78,27,0.2,0.3
28,12,75,28,0,0.8
35,21,70,29,0,0.4
46,29,66,29,0,1.9
47,37,67,29,0,1.3
39,29,55,31,0,1.2
31,21,53,32,0,1.5
22,20,49,32,0,1.9
21,15,51,32,0,1.6
26,22,53,31,0,1.8
29,21,59,31,0,1.5
39,25,64,30,0,1.5
38,38,64,29,0,1
38,36,65,29,0,0.8
40,35,67,29,0,1.6
46,24,65,28,0,1.3
50,33,67,28,0,1.2
49,39,70,28,0,0.3
47,46,72,28,0,1.3
46,39,75,27,0,1.5
50,44,77,27,0,1.5
46,42,77,27,0,1.7
58,46,75,27,0,1.5
51,36,74,26,0,1.3
50,30,70,27,0,1
36,24,64,28,0,0.9
41,26,58,29,0,1
43,33,56,31,0,0.8
53,39,54,31,0,0.7
49,41,52,32,0,1
50,33,54,32,0,1.7
50,30,56,32,0,2.2
45,26,59,32,0,1.8
46,24,63,32,0,2.4
39,22,66,31,0,2.5
51,20,68,31,0,2
47,22,66,31,0,1.6
37,19,59,31,0,0.8
26,15,61,30,0,1.2
17,11,63,30,0,1.1
18,10,64,29,0,1
10,8,68,28,0,1.4
8,2,71,28,0,1.9
4,0,70,28,0,1.2
8,0,71,27,0,0.8
7,4,70,28,0,0.7
12,3,71,28,0,0.5
6,8,72,28,0,0.2
9,6,72,28,0,0.4
18,9,69,28,0,0.6
36,11,68,29,0,0.4
41,20,64,30,0,0.8
52,25,56,32,0,0.5
63,28,54,33,0,1.2
95,26,55,33,0,2.1
101,22,64,31,0,1
83,14,70,30,0,1.8
48,15,74,28,0,1.7
26,12,72,28,0,2.3
17,12,73,28,0,1.7
9,11,74,28,0,2.3
5,12,76,28,0,2.5
10,8,78,27,0,1.9
16,10,76,28,0,2.2
18,7,74,27,0,2.7
28,6,75,27,0,1.6
28,0,76,27,0,1
31,3,74,27,0,1
27,2,78,27,1,1.3
27,0,80,26,0,0.7
31,0,78,26,0.4,0.5
25,3,79,26,0.2,1.1
25,3,81,26,5,2.6
12,0,84,25,0.8,0.9
15,0,82,26,0,1
10,0,84,26,0.4,1
10,1,85,26,0.4,1.7
5,3,90,25,14,1.9
5,5,91,26,0.4,0.2
5,7,85,27,3.6,1.9
4,3,82,26,3.4,5.6
5,2,86,24,7.6,5
10,3,85,25,3.8,5.7
7,5,85,24,7.6,5.5
10,9,86,24,5.4,5.5
5,5,87,24,2,5
5,6,87,24,0.8,4.8
5,3,85,24,0,4.7
4,3,88,24,0.4,5
3,4,81,25,0,3
3,6,74,26,0,2.4
3,5,71,26,0,2.1
2,6,79,25,3.2,2.7
2,1,87,24,3.6,2.3
3,3,87,24,0.8,1.6
2,3,85,24,0,1.7
6,3,81,25,0,1.9
5,1,77,26,0,1.9
11,0,81,25,2.2,2.4
7,5,88,24,2.8,1.3
9,4,91,24,2.2,1
2,8,94,24,0.4,0.5
8,7,94,25,0,1.2
11,12,89,26,0,0.9
21,12,81,27,0,0.3
22,19,81,28,0,0.3
26,23,84,27,0.4,1.5
26,22,80,27,0,1.7
25,20,78,27,0,0.9
30,22,84,26,0,0.8
27,24,85,26,0,0.7
25,23,80,27,0,1.1
28,21,78,27,0,0.7
26,23,81,26,0,0.7
30,19,81,26,0,1
25,24,80,26,0,1.2
23,22,78,26,0,2
19,19,80,26,0,1
17,12,80,26,0,0.9
23,13,83,25,0,0.4
24,12,78,26,0,0.7
22,16,75,27,0,1.1
25,16,62,29,0,1.7
29,22,60,30,0,2.2
30,15,54,31,0,3.3
23,10,47,33,0,3.5
25,9,45,33,0,2.9
23,12,46,34,0,2.8
25,14,48,34,0,2.3
28,13,52,33,0,2.1
25,9,54,32,0,2
23,9,59,31,0,1.6
17,14,62,30,0,1.6
18,15,65,29,0,1.8
24,10,68,29,0,1.8
27,7,70,29,0,1.6
27,8,73,28,0,1.3
24,13,76,28,0,1.3
28,9,77,27,0,1.4
34,8,77,27,0,1.4
30,19,79,27,0,1.1
19,16,80,26,0,1.3
16,12,83,26,0,1.2
16,7,82,26,0,1
13,10,80,26,0,1.3
17,7,75,27,0,1.3
20,14,65,29,0,1.8
28,14,56,31,0,2.4
24,13,52,32,0,2.4
25,11,52,33,0,2
25,6,50,34,0,2.1
23,9,54,34,0,2.6
18,9,54,34,0,2.6
15,15,55,33,0,2.4
25,18,58,32,0,2.1
19,16,60,31,0,2.2
21,19,65,30,0,1.6
14,11,67,29,0,1
19,19,71,29,0,2
21,22,74,29,0,2
17,18,74,28,0,1.8
14,13,76,28,0,1.7
12,9,77,28,0,1.5
16,4,80,27,0,1.5
16,9,81,27,0,1.4
17,7,78,27,0,1.1
11,12,80,27,0,1.5
15,11,81,26,0,1.3
14,16,78,27,0,1
17,12,70,28,0,1.6
16,18,65,30,0,1.9
23,10,61,31,0,1.8
23,19,57,32,0,2.3
29,15,54,33,0,2.2
25,23,55,33,0,1.8
26,21,62,32,0,2.4
24,17,62,32,0,2.6
21,12,62,32,0,3.1
15,6,64,32,0,2.8
20,2,68,31,0,2.5
21,10,70,30,0,1.7
25,14,72,29,0,1.6
17,14,75,29,0,2.1
17,15,77,28,0,2.3
14,11,77,28,0,3
16,12,77,28,0,1.7
16,4,74,28,0,1.5
12,1,74,28,0,1.4
14,1,73,28,0,1.4
9,4,73,28,0,1.2
14,3,73,28,0,1.2
4,0,71,28,0,1.2
4,0,69,28,0,1.4
5,0,68,29,0,1.5
13,0,60,31,0,2.1
22,7,60,31,0,2.5
21,13,58,32,0,2.9
23,11,55,32,0,3.1
18,7,59,32,0,2.2
18,6,62,31,0,2.7
15,6,60,32,0,2.2
19,14,58,32,0,2.7
17,15,64,30,0,1.9
21,23,69,29,0.2,3.1
12,20,78,28,0,2.3
17,16,77,28,0,1.5
11,13,72,28,0,1.9
16,10,70,28,0,1.6
12,12,73,28,0,1.8
10,12,73,28,0,1.2
10,12,75,27,0,1.8
4,12,77,27,0,1.6
8,7,75,27,0,1.3
7,4,75,27,0,1
7,0,74,27,0,1
10,1,74,27,0,1.3
9,3,75,27,0,1.2
9,5,70,28,0,1.3
12,7,66,29,0,1.9
16,6,62,30,0,1.9
21,12,62,30,0,1.3
26,18,68,30,0.4,2.6
18,16,67,29,0,1.6
15,14,75,28,3.8,0.8
7,7,78,27,0,0.9
12,10,73,29,0,1.2
17,14,74,29,0,2.3
18,15,81,27,1.2,2.9
12,7,85,26,0,2.2
7,3,83,26,0,1.8
4,1,77,26,0,1.7
10,3,75,26,0,1.5
7,2,79,26,0,1.6
7,0,80,26,0,1.6
9,3,79,26,0,1.1
10,7,79,26,0,1.2
16,10,77,26,0,1.6
8,3,75,26,0,1.5
11,5,79,25,0,1.6
6,3,81,25,0,1.4
8,5,75,26,0,1.1
9,4,72,27,0,0.9
10,5,74,27,0,1.1
15,8,75,27,0.2,0.7
16,9,76,27,5.6,0.9
22,10,73,28,0,1.9
17,12,81,27,1.4,2
12,8,86,26,2.4,1.5
3,4,85,26,1,1.7
9,3,81,27,0,1.1
13,5,81,27,0,1.3
21,6,80,27,0,1.2
17,5,77,28,0,1.3
26,8,77,28,0,1.2
30,10,79,27,0,1.1
30,10,78,27,0,1.5
24,11,79,27,0,1.3
16,13,81,27,0,0.8
25,20,79,27,0,1.6
19,10,76,27,0,1.3
18,9,79,26,0,1.1
5,3,76,27,0,1.1
9,5,73,27,0,0.9
9,5,76,26,0,0.7
10,1,76,27,0,1.1
9,10,75,27,0,1.5
8,9,71,28,0,1.6
13,13,68,28,0,1.7
14,5,76,28,1.4,1.6
19,8,90,26,33,0.9
13,8,94,25,17,1.7
9,6,94,24,3.4,1.6
3,3,95,24,6.6,1.4
3,0,94,24,2,1.7
5,0,88,25,0,1.5
5,2,85,26,0,1.2
8,9,85,26,0,0.7
6,10,83,26,0,0.8
10,11,82,25,0,1
8,6,79,26,0,1.1
13,7,78,26,0,1.2
15,5,77,26,0,0.6
15,2,76,26,0,0.6
16,5,76,25,0,0.8
14,4,71,26,0,0.9
16,7,73,26,0,1.1
12,8,77,25,0,0.4
7,5,79,25,0,0.4
9,8,79,25,0,0.6
15,1,76,26,0,1
17,1,75,27,0,0.8
27,9,72,28,0,1.2
24,12,68,30,0,1.8
32,21,77,29,4.2,0.9
18,12,87,26,0.8,1
10,13,87,26,6.4,1.5
8,6,90,25,2.8,1.5
8,1,88,25,0.2,1.8
18,0,80,27,0,1.3
16,2,78,27,0,1.3
21,7,81,27,0,1.3
18,8,82,26,0,1.1
14,6,83,26,0,1.2
19,10,83,26,0,1.2
10,8,82,26,0,0.7
9,12,82,26,0,0.9
3,3,83,26,0,0.8
10,6,84,25,0,0.6
15,6,85,25,0,1
12,7,83,25,0,0.8
14,1,81,25,0,1
11,0,81,25,0,0.6
13,0,82,25,0,0.7
17,4,82,25,0,0.4
17,6,80,26,0,0.5
26,9,77,27,0,0.3
31,11,75,28,0,0.9
35,13,70,30,0,1.5
38,15,65,31,0,1.5
36,15,71,30,0,1.5
35,19,66,31,0,1.8
33,22,64,31,0,1.8
21,18,67,30,0,1.7
20,10,71,30,0,1.5
18,4,74,29,0,0.8
23,9,76,29,0,0.8
27,15,77,28,0,1.1
33,22,76,28,0,0.8
30,22,78,28,0,0.6
27,23,80,28,0,0.8
19,18,79,27,0,0.7
28,16,79,27,0,1
26,11,79,27,0,0.9
29,16,82,27,0,1
23,14,84,26,0,0.9
28,20,84,26,0,0.5
23,15,82,27,0,0.5
21,14,76,28,0,0.7
22,12,69,29,0,1.2
24,14,66,30,0,1
30,15,61,32,0,1.5
34,21,61,32,0,1.6
37,21,67,31,0,1.5
37,23,66,31,0,1.6
30,22,65,31,0,1.6
36,24,73,29,0,1.6
28,20,71,29,0,1.8
30,23,72,29,0,1.2
32,23,75,29,0,0.7
41,36,75,29,0,0.4
40,37,79,28,0,1.3
50,35,81,28,0,0.7
52,33,82,27,0,1.3
56,26,82,27,0,1.2
43,32,83,27,0,1.7
34,25,84,27,0,1.2
26,20,82,27,0,1.2
25,13,82,26,0,1.1
26,15,82,26,0,0.9
28,23,82,26,0,1.2
24,24,80,27,0,0.8
27,23,76,27,0,0.7
33,20,67,29,0,1.1
37,19,63,30,0,1.6
43,30,63,31,0,1
51,50,62,32,0,1.2
54,57,56,33,0,1.4
63,56,61,32,0,1.5
68,60,64,32,0,1.4
72,63,62,32,0,1.1
80,58,63,32,0,1.7
74,59,65,31,0,1.6
63,43,67,30,0,1
69,55,66,30,0,0.7
68,49,64,30,0,0.7
70,49,65,30,0,0.6
73,49,69,29,0,0.5
76,56,74,29,0,0.5
77,60,77,28,0,0.9
75,57,80,28,0,1.2
68,57,83,27,0,0.8
69,56,83,27,0,0.5
71,60,82,27,0,0.3
79,56,82,27,0,1.1
71,44,81,27,0,1.4
61,32,73,28,0,0.6
54,30,68,29,0,0.9
59,41,61,31,0,1.2
55,43,56,32,0,0.4
64,55,56,33,0,0.6
84,67,59,34,0,1.7
112,70,61,33,0,1.7
140,73,58,34,0,1.8
111,62,58,34,0,1.8
98,47,60,33,0,2
77,44,62,32,0,1.5
74,42,65,31,0,1.2
77,33,68,31,0,0.6
80,37,68,31,0,0.4
80,41,69,31,0,0.6
93,59,70,30,0,0.3
101,61,73,30,0,0.4
113,63,74,29,0,0.8
106,56,78,29,0,1.2
102,54,80,28,0,1.9
85,53,79,28,0,1.2
81,51,78,28,0,0.9
64,44,77,28,0,0.8
67,43,77,28,0,0.4
57,40,73,29,0,0.3
65,43,69,30,0,0.8
64,51,62,32,0,0.8
71,50,58,33,0,0.8
101,67,63,33,0,1.6
120,63,61,33,0,1.8
131,73,58,34,0,1.8
117,67,56,34,0,1.6
99,65,55,34,0,1.5
81,56,56,34,0,1.6
64,50,61,33,0,1.8
64,46,63,32,0,1.8
72,43,67,31,0,1.6
76,47,71,30,0,1.4
78,49,71,30,0,1.1
67,47,70,30,0,1.3
61,39,73,29,0,1
53,36,74,29,0,0.8
54,38,71,29,0,0.8
53,36,73,29,0,0.6
55,36,76,28,0,1.2
56,28,78,28,0,0.9
62,28,79,28,0,0.6
64,27,78,28,0,0.8
45,23,76,27,0,1
29,19,74,28,0,1.3
18,10,69,29,0,0.9
28,18,65,30,0,0.8
31,13,67,30,0,1.2
22,12,64,31,0,1.1
19,9,66,30,0,1.4
17,6,70,30,0,1.1
23,9,73,29,0,0.7
23,10,70,30,0,1.2
23,15,73,29,0,1
22,11,75,28,0,1.1
19,10,77,28,0,1.3
17,10,79,28,0,1.2
23,10,79,28,0,0.6
26,5,80,28,0,1.1
21,7,84,27,0,1.2
15,4,86,27,0.4,1.2
14,7,86,27,0,1.3
14,6,85,27,0,1.1
15,6,85,27,0,0.9
13,8,85,27,0,0.7
19,4,86,27,0,1
14,3,85,27,0,0.8
19,3,83,27,0,0.9
19,6,77,28,0,0.8
25,11,76,28,0,0.6
30,6,74,29,0,0.9
36,6,78,28,0.2,1
40,14,74,29,0.2,0.9
46,24,76,29,0,1.2
44,28,74,29,0,1.7
45,21,67,30,0,1.8
28,19,61,31,0,2.4
20,15,65,30,0,1.6
15,20,65,30,0,1.5
23,24,66,30,0,1.3
23,19,69,29,0,1.3
23,16,73,29,0,1.7
25,12,74,29,0,1.3
24,16,74,28,0,1.4
32,13,78,28,0,1.1
26,7,76,28,0,1.1
36,9,76,28,0,1
29,10,75,28,0,1.2
30,12,76,28,0,1.2
23,8,76,27,0,1.3
20,12,79,27,0,1.4
22,13,74,28,0,1.4
29,19,67,29,0,1
30,16,59,31,0,1.1
34,16,56,32,0,0.9
37,13,62,31,0,1.2
39,9,61,31,0,1.6
40,10,59,32,0,1.4
37,10,61,31,0,1.4
31,26,61,32,0,1.4
38,30,62,31,0,1.9
38,32,63,30,0,1.8
41,22,66,29,0,1.3
38,22,69,29,0,1.4
32,22,74,28,0,1.7
20,19,75,28,0,2.3
12,11,76,27,0,2
8,14,79,27,0,2.3
6,11,85,26,4.6,1.8
1,10,86,25,2,1.7
6,3,86,25,2.2,1.2
6,13,85,25,1,0.9
6,8,88,25,0.2,0.5
8,8,90,25,0.2,0.4
12,4,89,26,0.6,0.3
16,4,92,25,2.4,0.7
15,3,89,25,1.6,0.8
11,5,87,26,0.4,0.6
22,13,84,26,0,0.5
14,13,79,27,0,0.3
14,14,77,27,0,0.6
8,14,74,28,0,1
15,15,73,28,0,1.1
21,15,71,29,0,0.8
21,23,79,27,0.2,1
26,26,90,26,18,0.3
24,24,93,25,6.6,1.3
19,19,93,25,0.6,0.7
12,12,92,25,6,0.2
12,10,93,25,1.2,1
10,9,93,25,0.4,1.3
9,12,92,25,3.2,0.7
5,8,92,25,0.8,0.9
6,6,90,25,0,0.5
6,6,93,25,1.4,1.5
6,5,95,25,3.8,0.9
7,2,95,24,1.2,1.1
3,0,95,24,0,1
3,0,93,25,0,0.3
1,5,92,25,0,0.6
5,8,86,26,0,0.5
8,8,80,27,0.2,0.3
9,5,74,28,0,0.2
12,12,73,28,0,1.2
13,10,80,27,0.8,1.2
16,11,89,26,7.2,1.2
14,10,91,25,0.6,0.5
9,10,86,26,0.2,0.6
13,9,87,26,0,1
16,5,84,26,0,0.7
19,7,83,26,0,1
14,8,85,25,0,1.4
16,7,88,25,0,1.2
13,10,87,25,0,0.8
10,8,86,25,0,1.2
7,9,88,25,0,1
7,6,86,25,0,0.7
11,4,87,25,0,0.7
8,9,88,25,0,0.8
8,7,88,25,0,0.9
11,9,85,25,0,1
12,2,87,25,0,0.6
13,4,87,25,0,0.6
12,7,84,25,0,0.4
17,11,79,26,0,0.8
27,13,72,28,0,1
28,15,67,29,0,1.6
27,10,67,29,0,1.3
25,9,73,28,0,1.6
25,9,76,27,0,1.8
32,12,81,26,0.2,2.3
34,24,85,25,0.8,1.7
34,25,85,24,1.8,2.3
22,20,84,25,0,1.9
13,6,83,25,0.8,1.3
10,6,84,25,0.4,1.1
12,5,84,25,0,1.7
15,10,84,25,0.2,0.6
8,3,83,25,0,0.9
14,8,84,25,0,1
15,3,83,25,0,1.2
19,5,84,25,1,1.9
12,2,88,24,2.8,1.5
7,1,88,24,0,0.5
2,3,88,24,0,1
5,7,86,24,0,1.3
15,7,81,25,0,1.4
17,6,77,25,0,1.1
12,0,70,27,0,1.4
11,1,68,27,0,1.3
16,1,72,27,0,1.8
24,10,74,27,0,1.1
19,11,79,26,3.6,0.9
16,8,86,24,0.8,2.8
7,1,93,24,8.2,1.9
4,0,94,24,11,1.9
3,4,95,23,2.4,2
3,7,91,24,0.6,2.3
8,7,85,24,0.4,1.2
5,6,87,24,1,1.5
8,4,87,24,1.2,1.9
3,10,89,24,0.4,1.7
3,7,84,24,0,2.2
2,5,78,25,0,1.6
2,2,76,25,0,0.7
2,1,85,24,0.2,0.7
2,3,91,24,1.8,0.1
2,1,94,23,3.8,0.6
2,6,94,23,3.6,0.6
2,9,93,23,1.6,0.4
1,6,94,23,0.8,0.6
1,6,94,23,0.8,0.8
5,1,95,23,1,0.5
5,9,93,24,0.4,0.4
7,6,92,24,0.8,0.5
6,9,87,25,0.6,1.5
7,9,86,25,0.8,1.8
6,7,85,25,0,1.8
4,9,86,25,0.2,1.6
3,6,83,25,0.4,1.2
5,5,82,25,0,1.3
6,4,83,25,0,1.5
9,3,86,25,1.2,1.8
8,7,90,24,3,1.7
4,5,89,24,0.6,1.4
4,3,86,24,0,0.8
4,2,90,24,0,1.1
4,5,90,24,0.2,1.1
7,3,89,24,0.6,0.9
8,2,89,24,0,0.8
8,0,89,24,0,0.5
5,0,85,24,0,0.6
3,3,83,24,0,0.6
6,5,85,24,0,0.6
6,3,87,24,0,0.3
6,2,84,25,0,0.4
10,2,81,25,0,0.7
17,6,82,25,0.6,0.8
23,12,85,25,1.6,0.4
22,11,88,24,2.6,1.3
27,15,90,24,2.2,1.3
18,7,90,24,1.2,1
17,10,88,25,0,0.8
11,7,83,26,0,1.1
16,7,82,26,0,1
18,9,80,26,0,0.3
15,5,81,26,0,1
21,6,82,26,0,0.3
21,8,81,26,0,0.7
17,6,84,25,0,0.6
20,13,87,25,0,0.8
23,15,90,24,18,1.3
23,15,94,24,1,1.6
12,7,92,24,0,0.3
2,5,94,24,0,0.3
2,6,94,24,0,1.1
3,7,87,24,0,0.9
6,1,87,24,0,0.2
6,1,89,24,0,0.3
14,1,85,25,0,0.1
22,8,76,27,0,0.2
29,15,66,29,0,1.2
25,14,57,30,0,1.2
23,12,60,30,0,1
21,10,64,30,0,1.2
20,18,65,30,0,1.4
24,13,65,30,0,1.7
25,13,69,29,0,1.7
22,11,72,28,0,0.7
23,8,77,26,6.8,1.7
16,14,88,25,8,1.4
17,11,89,25,0.2,0.6
12,10,86,25,0,0.6
14,6,85,25,0,0.2
19,10,88,25,0,0.8
12,9,89,25,0.2,0.5
11,8,89,25,0,0.2
5,6,89,25,0,0.2
12,8,90,25,0.2,0.8
17,13,94,24,0,0.5
12,9,94,24,0,0.5
16,10,94,24,0,0.5
11,7,94,24,0,0.2
10,8,91,25,0,0.3
9,9,83,26,0,0.6
21,9,75,27,0,0.7
32,11,65,29,0,0.6
32,23,63,31,0,1.5
43,26,67,31,0,1.8
37,31,63,31,0,2
41,14,62,31,0,2
21,14,63,31,0,1.3
28,13,63,31,0,0.7
18,20,67,27,0,2.8
25,13,72,26,0,2
13,8,75,26,0,1.2
16,11,79,25,0,1.3
10,13,79,25,0,0.7
12,10,78,26,0,0.4
9,10,80,25,0,0.3
14,10,82,25,0,1.4
18,15,82,25,0,0.3
17,13,84,25,0,0.5
14,11,84,25,0,0.6
15,11,82,25,0,0.5
21,8,83,25,0,0.3
25,14,84,25,0,0.1
24,18,81,26,0,0.3
32,27,73,27,0,0.2
35,21,62,29,0,0.5
39,20,56,31,0,1
37,18,63,30,0,2.4
37,25,62,30,0,1.1
28,16,55,32,0,0.9
20,6,57,32,0,1.7
24,5,62,31,0,1.8
32,8,66,30,0,1.3
25,12,69,29,0,1
19,11,70,29,0,0.7
15,10,71,28,0,1.1
30,19,74,28,0,0.9
28,22,72,28,0,0.3
32,18,75,28,0,0.5
36,9,79,27,0,1.6
40,11,80,27,0,1.3
38,22,82,27,0,0.7
35,23,84,26,0,0.3
37,19,85,26,0,0.5
38,18,85,26,0,0.2
32,24,85,26,0,0.2
28,23,85,26,0,0.3
31,25,79,27,0,0.7
35,15,65,29,0,1.1
39,15,60,30,0,0.9
31,7,57,31,0,0.8
23,11,54,32,0,1.2
10,7,52,32,0,1.5
14,8,54,32,0,2.2
15,11,57,31,0,2.2
17,9,56,31,0,2.1
20,12,58,31,0,1.4
15,12,61,30,0,1.8
25,13,65,29,0,1.9
20,14,72,28,0,2
31,14,71,28,0,0.9
24,16,74,28,0,0.7
26,9,77,28,0,1
22,4,79,27,0,1.2
21,5,79,27,0,1.1
22,19,79,27,0,0.8
28,26,80,27,0,0.8
32,27,79,27,0,0.7
28,16,80,26,0,0.9
25,16,81,26,0,1.6
20,15,80,26,0,1.1
27,19,77,27,0,1.3
24,16,72,28,0,1.2
29,18,67,29,0,1.1
28,12,60,30,0,2.1
30,13,59,31,0,1.6
41,23,57,32,0,1.8
41,26,57,32,0,1.9
38,24,56,32,0,2
31,13,58,31,0,2.4
26,19,60,30,0,2.3
26,14,60,30,0,1.3
26,19,63,29,0,1.1
30,12,69,29,0,1.3
28,9,74,28,0,1.9
23,11,74,28,0,1.7
30,18,75,27,0,1.6
29,23,75,27,0,1.4
28,21,78,27,0,2
22,19,79,27,0,1.8
20,19,79,26,0,1.6
21,18,80,26,0,1.4
18,13,79,26,0,1.5
17,15,79,26,0,1.7
20,18,79,26,0,2.2
16,16,75,27,0,2.1
18,9,68,29,0,2.5
10,10,64,30,0,2.6
19,9,60,31,0,2.2
21,19,56,32,0,2.3
30,13,55,33,0,2.4
25,10,55,33,0,2.1
23,6,56,33,0,2.2
17,8,58,33,0,2.1
19,14,60,32,0,2.3
21,11,61,31,0,2.4
25,23,63,30,0,2.1
33,22,68,30,0,1.5
34,32,69,29,0,1
32,21,71,29,0,2
31,26,73,28,0,2.1
28,24,75,28,0,1.6
26,24,76,28,0,1.6
19,15,76,28,0,1.3
22,12,78,28,1.4,1.4
21,16,86,27,2.4,1.2
20,19,86,27,0,0.8
17,20,88,26,0.4,0.9
16,21,87,27,0,0.9
15,21,84,27,0.2,0.8
20,22,83,27,0.2,0.9
22,20,88,26,27,1
17,18,94,25,3.8,0.9
9,13,90,25,0.2,0.6
5,4,87,26,0,0.3
9,5,86,26,0,1.1
8,0,90,25,27,0.8
7,3,96,24,19,0.3
4,5,96,24,3.2,0.8
